,spoc,riemann,n_components,fold_idx
5,11.762107464170025,10.067502941969448,15,5
6,12.264781262958453,9.429905043727834,15,6
7,10.83753622794731,8.790326090485074,15,7
8,12.563539768238774,9.858464216428315,15,8
9,11.8060636760214,9.850719310704067,15,9
0,13.969129425468234,8.658091806141664,16,0
1,11.073028740251281,10.343608721630753,16,1
2,10.350973895274839,7.669553129515934,16,2
3,10.987996567030427,9.182431514033022,16,3
4,11.962803829997942,8.79035741460201,16,4
5,11.684349120661288,10.019954964188523,16,5
6,12.250919012035455,8.9149114888495,16,6
7,10.770943924750094,8.584926231208339,16,7
8,12.477357511222266,9.700670229080435,16,8
9,11.987346260661214,9.513764741300871,16,9
0,13.731778906181095,9.016426415421911,17,0
1,11.021253742001791,10.036444207436654,17,1
2,10.538573491937182,8.051686688879224,17,2
3,10.933350295063327,9.030745742450433,17,3
4,11.839339830252525,9.108626180821362,17,4
5,11.600447059001901,10.149413044608556,17,5
6,12.006240776104319,8.695987249815145,17,6
7,10.741819768683547,8.585978480436166,17,7
8,12.45041704343395,9.771973535688767,17,8
9,11.927303549850272,9.139445797010561,17,9
0,13.473484764137186,9.059211434380172,18,0
1,11.135353278183125,9.827756670934434,18,1
2,10.552592223207474,8.317700849428238,18,2
3,11.03296638196429,9.267847427217932,18,3
4,11.698552808075767,8.986270260747308,18,4
5,11.835828563253413,10.31899587117784,18,5
6,11.909526578209826,8.70590002945954,18,6
7,10.61710618650547,8.493169684216342,18,7
8,12.247535236008508,9.881596408079343,18,8
9,11.733456308348185,9.56116240137743,18,9
0,13.3755290677793,9.291473815312786,19,0
1,11.210593207416576,9.668545561663326,19,1
2,10.53439043783197,8.026304830233357,19,2
3,11.059770249471223,9.27503542542621,19,3
4,11.851181293996964,9.06235440220956,19,4
5,11.944994909312353,10.72148296376426,19,5
6,11.916293281105721,8.680724482614043,19,6
7,10.802311245983121,8.574003060002884,19,7
8,12.544572299355593,10.060985598663665,19,8
9,11.560758700513805,10.059722492129778,19,9
0,13.428212850257127,10.040269696185476,20,0
1,10.994357085850941,9.547549650487541,20,1
2,10.519779691731298,8.044817944153978,20,2
3,10.849551046285113,9.046899103147744,20,3
4,11.825324688615991,9.49618339485921,20,4
5,11.93804486401463,10.66100581204342,20,5
6,11.777098311181998,8.615226324992554,20,6
7,10.55004160249839,8.77252876837933,20,7
8,12.531858797633756,10.223890413616804,20,8
9,11.459896140687011,9.85267963955261,20,9
0,13.354971375491889,10.011682706535417,21,0
1,10.987961085853833,9.703523912134816,21,1
2,10.717654453669248,8.099175761359714,21,2
3,10.908929854036542,9.50067242496834,21,3
4,11.67662102189413,9.66927640026553,21,4
5,11.863730233654628,10.778796511035438,21,5
6,11.871607061095611,8.625801991392848,21,6
7,10.58026732411741,8.794926185224176,21,7
